user,title,price,bed,bedroom,bathroom,guest_adult,guest_kid,guest_pet,stay_type,description,latitude,longitude
288,ㅁㅁ집,65125,6,4,2,4,3,5,2,제주도ㅁㅁ집,-16.376154,162.900904
289,멋진집,42977,6,5,2,5,4,7,1,제주도멋진집,-43.730462,-52.681008
290,쿨한집,30625,6,5,4,1,4,6,1,제주도쿨한집,84.325907,-132.24965
291,힙한집,98453,4,2,2,6,3,4,4,제주도힙한집,75.563846,123.901743
292,ㅋㅋ집,59875,9,4,4,4,3,4,1,제주도ㅋㅋ집,-62.279254,109.804605
293,ㅎㅎ집,84248,3,4,2,2,3,7,2,제주도ㅎㅎ집,-21.9973,140.100729
294,ㅁㅁ집,46218,9,4,2,6,2,3,1,제주도ㅁㅁ집,62.713061,-127.056312
295,멋진집,31016,5,3,3,3,5,7,4,제주도멋진집,-14.895333,68.343812
296,쿨한집,81140,5,4,2,1,4,6,1,제주도쿨한집,85.676998,64.222844
297,힙한집,48509,6,3,3,3,2,5,3,제주도힙한집,-21.693732,115.291554
298,ㅋㅋ집,60059,7,2,2,6,5,7,3,제주도ㅋㅋ집,-20.169425,135.747288
299,ㅎㅎ집,107629,5,4,3,6,5,6,4,제주도ㅎㅎ집,-86.377146,15.462693
300,ㅁㅁ집,109482,7,5,3,4,3,4,3,제주도ㅁㅁ집,-70.83884,-154.203422
301,멋진집,71638,5,5,2,1,4,2,4,제주도멋진집,-35.729806,23.830539
302,쿨한집,34718,3,2,2,4,4,3,1,제주도쿨한집,-37.855784,46.39574
303,힙한집,111790,7,4,2,6,4,7,1,제주도힙한집,11.65873,-172.176191
304,ㅋㅋ집,69822,7,4,3,3,4,6,4,제주도ㅋㅋ집,82.959957,152.13364
305,ㅎㅎ집,42650,3,4,3,4,4,7,3,제주도ㅎㅎ집,27.840617,-118.035227
306,ㅁㅁ집,30316,3,5,2,4,4,5,1,제주도ㅁㅁ집,-61.259213,-173.410126
307,멋진집,98631,8,3,2,5,4,5,1,제주도멋진집,-10.841869,-52.032439
308,쿨한집,113549,5,2,2,3,5,3,4,제주도쿨한집,42.860767,168.445157
309,힙한집,116383,8,3,4,1,4,3,1,제주도힙한집,21.452186,150.005673
310,ㅋㅋ집,45032,5,2,4,2,5,7,1,제주도ㅋㅋ집,0.255547,112.536836
311,ㅎㅎ집,66498,5,3,2,1,2,7,1,제주도ㅎㅎ집,25.74532,57.675066
312,ㅁㅁ집,36490,8,4,3,2,2,2,3,제주도ㅁㅁ집,81.646435,-171.773361
313,멋진집,103660,6,2,2,2,5,3,2,제주도멋진집,-47.118758,24.683839
314,쿨한집,52110,9,4,3,1,5,4,4,제주도쿨한집,-58.691116,-161.9584
315,힙한집,46439,6,5,3,5,3,2,1,제주도힙한집,-46.688539,134.375485
316,ㅋㅋ집,93750,7,3,3,1,2,3,1,제주도ㅋㅋ집,26.208291,96.327371
317,ㅎㅎ집,108173,5,4,4,4,2,3,4,제주도ㅎㅎ집,60.26035,116.846725
318,ㅁㅁ집,128946,6,2,3,4,5,6,4,제주도ㅁㅁ집,-6.97718,136.435364
319,멋진집,38820,9,4,4,3,2,3,1,제주도멋진집,21.126907,107.787026
320,쿨한집,33057,3,3,3,2,4,3,2,제주도쿨한집,40.443612,-45.302203
321,힙한집,96980,5,5,4,4,3,7,4,제주도힙한집,-57.48881,-34.498492
322,ㅋㅋ집,79869,4,3,2,5,5,3,2,제주도ㅋㅋ집,-74.589735,-177.803504
323,ㅎㅎ집,101807,5,2,4,2,4,2,3,제주도ㅎㅎ집,52.064195,-2.733567
324,ㅁㅁ집,44547,5,2,4,2,5,7,1,제주도ㅁㅁ집,58.388747,76.299189
325,멋진집,49828,8,4,4,5,2,6,1,제주도멋진집,27.894154,-135.287035
326,쿨한집,125755,4,3,2,6,2,3,1,제주도쿨한집,-29.222075,-88.559913
327,힙한집,62554,6,2,4,3,4,6,4,제주도힙한집,60.022826,-46.025331
328,ㅋㅋ집,116770,9,5,3,6,2,6,4,제주도ㅋㅋ집,-80.050613,154.105716
329,ㅎㅎ집,31433,7,5,2,5,4,3,4,제주도ㅎㅎ집,43.939388,-168.375602
330,ㅁㅁ집,70835,7,4,2,1,2,7,2,제주도ㅁㅁ집,88.756168,-4.977551
331,멋진집,78671,7,4,4,2,2,2,4,제주도멋진집,-56.724405,-158.150784
332,쿨한집,96277,3,4,4,1,4,7,4,제주도쿨한집,-42.375405,149.824138
333,힙한집,70394,9,5,3,6,3,2,3,제주도힙한집,45.715526,-58.12298
334,ㅋㅋ집,59927,4,4,3,5,2,3,1,제주도ㅋㅋ집,61.166905,-151.172796
335,ㅎㅎ집,124920,5,4,4,4,3,7,3,제주도ㅎㅎ집,-63.789753,147.506339
336,ㅁㅁ집,71243,9,5,3,2,2,7,3,제주도ㅁㅁ집,46.781335,20.90163
337,멋진집,108611,7,2,3,1,3,2,2,제주도멋진집,6.208617,-17.038551
338,쿨한집,107709,6,2,3,1,3,4,3,제주도쿨한집,-9.336684,-107.130094
339,힙한집,118064,8,5,3,5,5,7,2,제주도힙한집,-7.180879,31.579362
340,ㅋㅋ집,38372,4,4,2,2,4,3,4,제주도ㅋㅋ집,84.321434,54.587595
341,ㅎㅎ집,105845,5,3,3,4,5,2,2,제주도ㅎㅎ집,-27.474693,146.542351
342,ㅁㅁ집,115797,6,2,3,4,3,6,2,제주도ㅁㅁ집,-39.077367,-45.821511
343,멋진집,121411,4,4,2,4,2,7,4,제주도멋진집,-50.706624,142.631957
344,쿨한집,66732,3,5,2,2,5,2,3,제주도쿨한집,-59.006953,-135.739232
345,힙한집,45534,8,2,4,6,5,5,4,제주도힙한집,44.700618,-62.444398
346,ㅋㅋ집,93064,9,4,3,6,4,5,1,제주도ㅋㅋ집,-21.853887,-112.022863
347,ㅎㅎ집,89850,5,3,3,2,2,7,4,제주도ㅎㅎ집,30.207206,-110.331941
348,ㅁㅁ집,42166,3,3,2,4,3,2,3,제주도ㅁㅁ집,-38.866138,-14.072079
349,멋진집,89971,4,5,2,3,3,7,4,제주도멋진집,0.082154,140.884508
350,쿨한집,59984,7,4,3,2,4,4,3,제주도쿨한집,13.717872,47.52147
351,힙한집,125997,7,4,3,2,3,4,1,제주도힙한집,43.031504,-29.606934
352,ㅋㅋ집,61594,3,2,4,3,4,3,4,제주도ㅋㅋ집,20.293425,-68.253848
353,ㅎㅎ집,75670,5,4,2,1,4,4,1,제주도ㅎㅎ집,-74.421066,155.680077
354,ㅁㅁ집,48716,6,4,2,3,2,2,2,제주도ㅁㅁ집,46.096898,-154.996722
355,멋진집,118612,5,3,2,4,3,5,3,제주도멋진집,-50.904802,79.763555
356,쿨한집,47757,6,2,2,6,5,2,3,제주도쿨한집,35.967128,112.615764
357,힙한집,123037,8,3,3,5,4,5,2,제주도힙한집,-27.495527,-37.102336
358,ㅋㅋ집,107272,6,5,2,6,2,5,2,제주도ㅋㅋ집,16.364245,154.263222
359,ㅎㅎ집,125519,3,5,2,2,2,5,4,제주도ㅎㅎ집,5.616493,-123.004186
360,ㅁㅁ집,71900,6,5,4,6,5,4,3,제주도ㅁㅁ집,19.584586,33.336192
361,멋진집,58368,5,3,2,5,2,7,2,제주도멋진집,-65.689881,153.380413
362,쿨한집,78262,5,4,4,6,4,3,2,제주도쿨한집,-73.679942,-169.379453
363,힙한집,45014,9,5,2,2,3,5,1,제주도힙한집,-76.944915,69.086058
364,ㅋㅋ집,104351,5,2,3,4,2,3,2,제주도ㅋㅋ집,-1.069801,-88.487232
365,ㅎㅎ집,110779,6,2,3,2,3,7,4,제주도ㅎㅎ집,26.196074,-108.172443
366,ㅁㅁ집,50606,9,3,3,5,2,7,3,제주도ㅁㅁ집,20.622777,83.948741
367,멋진집,92114,6,2,2,4,5,7,2,제주도멋진집,54.790376,-164.971828
368,쿨한집,61141,7,3,3,5,4,2,4,제주도쿨한집,69.334003,135.347313
369,힙한집,51814,3,3,2,2,2,7,2,제주도힙한집,-42.596045,-173.756403
370,ㅋㅋ집,75984,6,4,4,1,4,7,4,제주도ㅋㅋ집,-74.814574,-41.803266
371,ㅎㅎ집,58980,5,2,2,2,4,5,4,제주도ㅎㅎ집,32.009598,7.297592
372,ㅁㅁ집,78569,3,4,3,1,2,3,3,제주도ㅁㅁ집,69.255873,-84.359059
373,멋진집,91323,6,4,3,3,2,2,4,제주도멋진집,-28.063902,-67.027921
374,쿨한집,100956,6,2,2,2,2,3,1,제주도쿨한집,62.891656,-176.124627
375,힙한집,92470,3,5,3,6,3,3,2,제주도힙한집,-84.306358,-154.197323
376,ㅋㅋ집,126990,4,5,2,6,3,4,2,제주도ㅋㅋ집,-18.703505,63.782827
377,ㅎㅎ집,129564,6,3,4,4,2,7,4,제주도ㅎㅎ집,-28.486725,154.175491
378,ㅁㅁ집,90327,5,4,4,2,5,4,3,제주도ㅁㅁ집,-85.333222,139.599277
379,멋진집,65999,7,3,4,2,4,2,3,제주도멋진집,39.71736,-115.612084
380,쿨한집,70156,7,5,2,5,3,3,3,제주도쿨한집,13.203537,-79.806169
381,힙한집,92606,7,2,3,4,3,4,1,제주도힙한집,-74.226112,-2.369193
382,ㅋㅋ집,107709,5,2,4,4,4,7,2,제주도ㅋㅋ집,-60.963207,-55.405589
383,ㅎㅎ집,57769,6,2,2,5,2,4,1,제주도ㅎㅎ집,-55.665102,-118.894124
384,ㅁㅁ집,87065,7,3,4,2,2,6,4,제주도ㅁㅁ집,75.101683,146.639342
385,멋진집,45734,9,3,3,2,5,2,2,제주도멋진집,59.034035,-92.032264
386,쿨한집,75150,4,3,2,6,5,3,3,제주도쿨한집,46.530903,-113.847806
387,힙한집,72902,3,3,2,1,2,3,2,제주도힙한집,-72.300313,80.857833
388,ㅋㅋ집,99539,7,3,2,4,2,6,2,제주도ㅋㅋ집,58.960269,21.020965
389,ㅎㅎ집,87868,4,2,3,6,3,7,4,제주도ㅎㅎ집,60.369415,143.984728
390,ㅁㅁ집,55326,9,3,4,2,5,7,4,제주도ㅁㅁ집,6.630852,-135.668904
391,멋진집,63128,7,3,3,4,2,6,1,제주도멋진집,-25.427551,-157.364237
392,쿨한집,90659,9,3,4,6,3,2,4,제주도쿨한집,84.222578,34.70194
393,힙한집,78952,7,3,2,1,4,6,4,제주도힙한집,-85.653757,-171.564412
394,ㅋㅋ집,86956,4,2,3,5,4,2,4,제주도ㅋㅋ집,-35.557054,-169.222939
395,ㅎㅎ집,104427,9,5,2,6,5,6,1,제주도ㅎㅎ집,35.999635,-46.518921
396,ㅁㅁ집,56703,3,4,3,3,2,4,1,제주도ㅁㅁ집,-0.444223,150.116601
397,멋진집,41807,5,3,3,1,5,4,2,제주도멋진집,-86.580101,-25.312664
398,쿨한집,56953,4,3,3,4,3,4,2,제주도쿨한집,81.866318,-170.645568
399,힙한집,90369,4,3,4,3,2,3,4,제주도힙한집,71.498496,7.408495
400,ㅋㅋ집,108367,9,2,3,3,2,7,4,제주도ㅋㅋ집,-75.15914,-129.640635
401,ㅎㅎ집,110107,4,4,3,6,4,2,1,제주도ㅎㅎ집,9.836412,-81.092313
402,ㅁㅁ집,111303,5,3,4,4,3,4,3,제주도ㅁㅁ집,-6.246334,-106.650645
403,멋진집,86904,7,5,3,3,5,2,1,제주도멋진집,66.163988,-170.0739
404,쿨한집,125826,3,5,3,4,4,3,4,제주도쿨한집,19.80695,-17.35583
405,힙한집,64962,9,5,2,6,4,6,2,제주도힙한집,74.813209,-23.051509
406,ㅋㅋ집,90679,4,3,3,3,3,7,3,제주도ㅋㅋ집,23.408309,-42.672127
407,ㅎㅎ집,72954,9,5,3,2,4,4,1,제주도ㅎㅎ집,39.116546,-2.584466
408,ㅁㅁ집,76591,5,4,3,2,3,6,1,제주도ㅁㅁ집,36.124555,143.970497
409,멋진집,114005,5,5,4,5,4,6,3,제주도멋진집,-24.157901,61.84919
410,쿨한집,126597,3,2,4,4,3,2,1,제주도쿨한집,-86.265841,-98.69863
411,힙한집,60395,6,3,2,4,2,5,4,제주도힙한집,26.838739,-4.48103
412,ㅋㅋ집,125130,4,2,3,4,5,7,2,제주도ㅋㅋ집,-11.692461,100.027556
413,ㅎㅎ집,118912,6,4,4,3,3,7,1,제주도ㅎㅎ집,-60.851284,120.892116
414,ㅁㅁ집,49160,3,3,3,4,2,4,3,제주도ㅁㅁ집,60.452673,-139.327756
415,멋진집,46905,4,3,4,1,3,4,3,제주도멋진집,-24.797362,161.812573
416,쿨한집,98858,4,5,3,1,5,5,1,제주도쿨한집,-54.566361,-92.686696
417,힙한집,70008,8,2,4,2,4,7,4,제주도힙한집,53.659208,-139.60057
418,ㅋㅋ집,38473,3,5,4,4,2,7,3,제주도ㅋㅋ집,-37.976241,-72.497033
419,ㅎㅎ집,105601,4,2,3,2,4,2,2,제주도ㅎㅎ집,-52.631265,65.428588
420,ㅁㅁ집,126403,9,5,3,1,4,3,1,제주도ㅁㅁ집,-59.521367,-16.359416
421,멋진집,39858,3,5,2,2,2,5,4,제주도멋진집,15.266203,121.969114
422,쿨한집,98320,3,3,2,5,3,6,2,제주도쿨한집,47.255037,-63.027852
423,힙한집,56539,7,2,4,5,4,5,1,제주도힙한집,71.241058,-10.078571
424,ㅋㅋ집,30900,8,4,4,6,4,2,4,제주도ㅋㅋ집,56.969301,-56.352367
425,ㅎㅎ집,121713,8,4,2,5,5,7,3,제주도ㅎㅎ집,5.75266,175.605384
426,ㅁㅁ집,42973,6,5,2,2,2,4,4,제주도ㅁㅁ집,-53.943345,-142.548625
427,멋진집,96878,7,5,2,5,4,5,2,제주도멋진집,89.792105,65.555579
428,쿨한집,43640,5,2,2,4,5,4,1,제주도쿨한집,23.695566,23.625874
429,힙한집,73185,9,4,4,1,3,2,1,제주도힙한집,49.423446,103.206708
430,ㅋㅋ집,65788,4,3,4,3,5,7,1,제주도ㅋㅋ집,-68.603548,103.457008
431,ㅎㅎ집,88847,6,4,2,5,5,6,1,제주도ㅎㅎ집,60.325119,143.326195
432,ㅁㅁ집,101481,4,3,2,1,4,3,1,제주도ㅁㅁ집,7.382371,-56.077051
433,멋진집,40772,6,5,3,3,3,6,4,제주도멋진집,-7.688954,-79.86779
434,쿨한집,101701,7,4,2,2,3,4,3,제주도쿨한집,-58.767067,-52.198618
435,힙한집,117691,4,5,2,5,3,6,4,제주도힙한집,14.620069,-44.593998
436,ㅋㅋ집,105271,6,5,4,5,5,2,1,제주도ㅋㅋ집,20.506841,57.374346
437,ㅎㅎ집,36556,6,5,3,3,3,2,4,제주도ㅎㅎ집,-76.236902,123.075463
438,ㅁㅁ집,104843,6,2,2,6,3,2,1,제주도ㅁㅁ집,-11.948795,122.588167
439,멋진집,35342,8,4,3,2,3,7,1,제주도멋진집,20.913683,25.344852
440,쿨한집,45868,9,3,3,2,5,3,4,제주도쿨한집,-63.143318,68.662403
441,힙한집,74925,3,5,2,5,3,4,2,제주도힙한집,48.285912,119.232019
442,ㅋㅋ집,37192,6,5,2,5,4,6,1,제주도ㅋㅋ집,-19.400398,-91.732943
443,ㅎㅎ집,99819,6,5,3,5,2,6,1,제주도ㅎㅎ집,-59.207217,176.23121
444,ㅁㅁ집,49392,7,2,2,3,4,3,4,제주도ㅁㅁ집,50.960734,2.196581
445,멋진집,54142,6,2,2,1,3,3,1,제주도멋진집,76.709527,4.755208
446,쿨한집,104497,7,5,2,1,3,2,4,제주도쿨한집,-42.477518,-4.216922
447,힙한집,105218,7,5,3,1,3,5,1,제주도힙한집,-30.66602,176.157635
448,ㅋㅋ집,53965,8,4,2,4,2,3,4,제주도ㅋㅋ집,89.182822,85.054364
449,ㅎㅎ집,85309,5,5,3,6,5,7,4,제주도ㅎㅎ집,60.05628,-20.247693
450,ㅁㅁ집,81674,4,4,2,1,4,6,2,제주도ㅁㅁ집,-34.192739,-111.073683
451,멋진집,72657,8,2,4,1,5,4,2,제주도멋진집,-34.798154,137.715024
452,쿨한집,106510,9,2,4,3,4,5,1,제주도쿨한집,-39.944802,-43.282607
453,힙한집,129547,8,4,2,1,5,3,2,제주도힙한집,36.936192,-87.418833
454,ㅋㅋ집,41479,8,5,2,3,4,2,4,제주도ㅋㅋ집,48.311447,72.308049
455,ㅎㅎ집,38622,7,2,2,5,4,6,1,제주도ㅎㅎ집,38.921434,151.873394
456,ㅁㅁ집,60007,8,3,4,3,4,4,3,제주도ㅁㅁ집,-40.661941,158.782777
457,멋진집,103147,3,5,4,3,3,7,4,제주도멋진집,25.859045,37.965065
458,쿨한집,37426,3,3,4,5,5,6,4,제주도쿨한집,-5.891962,4.959606
459,힙한집,33934,9,5,3,6,2,5,4,제주도힙한집,-47.829941,-73.510433
460,ㅋㅋ집,59196,3,5,2,6,3,4,2,제주도ㅋㅋ집,-18.673327,115.524769
461,ㅎㅎ집,50014,6,4,3,2,3,5,1,제주도ㅎㅎ집,7.544199,51.451464
462,ㅁㅁ집,94788,9,5,2,4,4,6,1,제주도ㅁㅁ집,-27.014579,-109.629336
463,멋진집,93894,3,4,3,2,5,7,3,제주도멋진집,28.687038,-84.184827
464,쿨한집,125800,6,5,4,1,5,6,2,제주도쿨한집,52.08796,-89.87251
465,힙한집,60870,8,3,4,6,2,4,4,제주도힙한집,69.12586,-173.001952
466,ㅋㅋ집,31956,7,3,3,1,4,5,4,제주도ㅋㅋ집,81.16039,160.853862
467,ㅎㅎ집,78170,7,2,2,4,3,4,2,제주도ㅎㅎ집,68.279098,169.760938
468,ㅁㅁ집,93145,6,4,2,6,5,2,2,제주도ㅁㅁ집,-87.406584,-148.395595
469,멋진집,39501,3,5,2,3,5,2,4,제주도멋진집,42.092676,114.977389
470,쿨한집,68526,8,5,2,6,2,7,1,제주도쿨한집,-30.889253,-102.556877
471,힙한집,107585,3,4,4,2,2,2,4,제주도힙한집,29.402973,-99.693692
472,ㅋㅋ집,94452,7,2,2,2,2,3,1,제주도ㅋㅋ집,0.125382,-6.134117
473,ㅎㅎ집,77776,9,4,2,1,4,7,4,제주도ㅎㅎ집,78.867141,-85.350738
474,ㅁㅁ집,76173,4,2,3,4,5,6,3,제주도ㅁㅁ집,-75.593563,-133.896895
475,멋진집,44218,8,3,3,4,5,3,3,제주도멋진집,2.935714,117.326006
476,쿨한집,79062,7,3,2,4,5,2,2,제주도쿨한집,24.869045,91.09122
477,힙한집,103174,8,5,2,4,4,2,3,제주도힙한집,39.121571,-81.842509
478,ㅋㅋ집,93725,8,4,4,3,5,6,1,제주도ㅋㅋ집,62.515971,-153.152144
479,ㅎㅎ집,51091,7,4,2,4,2,3,1,제주도ㅎㅎ집,-80.002956,27.238214
480,ㅁㅁ집,116542,7,2,3,3,3,7,2,제주도ㅁㅁ집,-24.737594,112.507014
481,멋진집,105272,4,4,3,6,4,7,3,제주도멋진집,-23.756171,-107.633942
482,쿨한집,58784,6,3,3,4,3,2,2,제주도쿨한집,-63.212586,-15.563201
483,힙한집,68194,9,4,3,3,5,6,1,제주도힙한집,0.067084,-144.738436
484,ㅋㅋ집,49852,3,3,2,2,3,5,1,제주도ㅋㅋ집,-49.538163,-125.131043
485,ㅎㅎ집,30926,4,5,2,2,3,5,4,제주도ㅎㅎ집,46.807509,-139.643075
486,ㅁㅁ집,104854,3,5,4,5,4,5,3,제주도ㅁㅁ집,-4.849018,-2.363465
487,멋진집,32725,4,4,3,4,5,6,4,제주도멋진집,72.146595,-134.298764
488,쿨한집,75684,5,2,3,2,3,3,1,제주도쿨한집,-48.809073,62.389509
489,힙한집,61808,3,3,2,6,5,6,2,제주도힙한집,31.467487,-173.830007
490,ㅋㅋ집,35097,6,2,3,5,2,6,1,제주도ㅋㅋ집,-34.437117,168.607388
491,ㅎㅎ집,53150,3,4,3,5,5,2,4,제주도ㅎㅎ집,31.335915,54.5671
492,ㅁㅁ집,62556,7,5,3,4,2,5,2,제주도ㅁㅁ집,-58.724558,51.549186
493,멋진집,52500,6,5,2,5,4,2,4,제주도멋진집,54.393338,-45.62681
494,쿨한집,111726,3,3,3,3,3,5,3,제주도쿨한집,-55.192286,174.793821
495,힙한집,119062,3,2,2,1,5,2,2,제주도힙한집,65.962487,34.959644
496,ㅋㅋ집,65449,3,5,2,4,2,7,2,제주도ㅋㅋ집,61.32743,62.174505
497,ㅎㅎ집,112567,3,2,4,5,2,2,2,제주도ㅎㅎ집,-19.830566,170.308773
498,ㅁㅁ집,93448,8,4,2,2,2,2,2,제주도ㅁㅁ집,75.999358,-137.231922
499,멋진집,91795,7,2,4,2,4,6,2,제주도멋진집,-33.734012,-51.957582
500,쿨한집,59484,4,4,4,4,4,7,2,제주도쿨한집,-66.673343,136.360976
501,힙한집,61757,8,2,3,5,4,7,1,제주도힙한집,-67.96804,-152.630469
502,ㅋㅋ집,112493,8,4,3,2,2,7,2,제주도ㅋㅋ집,48.968063,116.797065
503,ㅎㅎ집,74373,6,4,3,4,3,6,2,제주도ㅎㅎ집,4.653819,11.052211
504,ㅁㅁ집,94576,4,2,4,2,4,3,1,제주도ㅁㅁ집,-59.742353,-56.735169
505,멋진집,73981,5,3,3,6,4,3,2,제주도멋진집,53.379478,-85.583552
506,쿨한집,107446,9,5,2,6,3,4,4,제주도쿨한집,84.69389,44.472236
507,힙한집,103606,9,4,3,3,5,4,1,제주도힙한집,39.668695,78.681407
508,ㅋㅋ집,68001,5,5,2,6,2,7,3,제주도ㅋㅋ집,-1.504135,20.482435
509,ㅎㅎ집,52715,9,4,4,1,3,5,3,제주도ㅎㅎ집,45.685121,-170.542712
510,ㅁㅁ집,118443,3,4,2,5,5,2,4,제주도ㅁㅁ집,30.044586,-52.436782
511,멋진집,41996,8,4,4,2,5,6,4,제주도멋진집,61.063972,-174.700565
512,쿨한집,122448,6,4,4,6,2,2,2,제주도쿨한집,22.296661,111.681754
513,힙한집,48175,4,2,2,5,2,4,2,제주도힙한집,60.254866,24.963211
514,ㅋㅋ집,107247,5,5,2,2,2,4,2,제주도ㅋㅋ집,-27.701671,88.325623
515,ㅎㅎ집,72653,7,4,3,6,3,7,3,제주도ㅎㅎ집,61.76124,-107.136868
516,ㅁㅁ집,103427,7,5,4,3,3,3,3,제주도ㅁㅁ집,49.52574,-54.654582
517,멋진집,34910,7,2,3,1,2,5,4,제주도멋진집,58.717732,35.708447
518,쿨한집,86297,9,4,4,2,2,7,2,제주도쿨한집,84.279713,59.814209
519,힙한집,116448,7,2,3,5,3,6,2,제주도힙한집,53.968613,-87.001153
520,ㅋㅋ집,51769,7,5,4,6,3,5,3,제주도ㅋㅋ집,75.680157,80.930423
521,ㅎㅎ집,117386,8,5,2,3,3,4,4,제주도ㅎㅎ집,87.700176,-108.224034
522,ㅁㅁ집,128048,8,2,2,3,5,7,1,제주도ㅁㅁ집,-69.590175,63.322719
523,멋진집,97469,5,2,4,1,3,4,3,제주도멋진집,1.367107,141.621556
524,쿨한집,64488,3,2,2,4,2,4,4,제주도쿨한집,-50.716104,166.444592
525,힙한집,120658,3,2,4,6,2,3,3,제주도힙한집,-43.171599,177.379543
526,ㅋㅋ집,78711,9,2,4,2,5,3,2,제주도ㅋㅋ집,-78.431041,146.891988
527,ㅎㅎ집,80124,8,3,3,3,3,3,1,제주도ㅎㅎ집,-2.973704,-59.410527
528,ㅁㅁ집,30414,7,5,4,2,2,2,4,제주도ㅁㅁ집,15.902354,-174.614585
529,멋진집,53463,9,3,2,3,2,4,2,제주도멋진집,-53.981383,140.41096
530,쿨한집,119022,9,3,3,5,3,3,2,제주도쿨한집,-77.606775,145.89835
531,힙한집,89280,6,5,4,1,2,3,3,제주도힙한집,-62.410549,-16.724872
532,ㅋㅋ집,35788,9,3,4,4,2,2,2,제주도ㅋㅋ집,-39.694934,21.18219
533,ㅎㅎ집,101799,3,5,3,2,4,5,4,제주도ㅎㅎ집,-2.043257,68.1283
534,ㅁㅁ집,98684,5,3,4,6,3,2,4,제주도ㅁㅁ집,88.47389,90.054565
535,멋진집,103408,7,2,2,1,5,4,2,제주도멋진집,88.272254,49.56685
536,쿨한집,39379,8,5,4,6,2,7,3,제주도쿨한집,-13.283661,-66.27251
537,힙한집,122516,9,2,4,1,4,3,2,제주도힙한집,-65.264496,61.1597
538,ㅋㅋ집,120882,8,4,2,4,3,3,4,제주도ㅋㅋ집,-57.099024,80.725903
539,ㅎㅎ집,79950,6,5,4,6,2,4,4,제주도ㅎㅎ집,-59.652028,10.697481
540,ㅁㅁ집,36737,5,3,3,5,5,4,3,제주도ㅁㅁ집,75.628444,165.279641
541,멋진집,58515,8,3,4,5,3,2,4,제주도멋진집,-66.191868,-138.995823
542,쿨한집,68579,6,5,2,3,3,4,2,제주도쿨한집,31.690368,98.284253
543,힙한집,32015,3,3,3,2,2,7,4,제주도힙한집,-86.953927,125.429716
544,ㅋㅋ집,68805,5,5,4,4,5,2,2,제주도ㅋㅋ집,-17.687671,-128.037116
545,ㅎㅎ집,89778,7,4,2,1,5,6,1,제주도ㅎㅎ집,-32.265528,-44.53055
546,ㅁㅁ집,45275,9,4,4,6,4,7,4,제주도ㅁㅁ집,45.856147,-88.706567
547,멋진집,125937,3,5,3,2,3,4,3,제주도멋진집,-54.83001,-163.489493
548,쿨한집,81409,6,2,2,3,2,7,3,제주도쿨한집,56.945821,-47.712655
549,힙한집,67780,7,4,2,1,5,3,4,제주도힙한집,54.636528,81.994097
550,ㅋㅋ집,49457,6,3,3,1,3,5,1,제주도ㅋㅋ집,4.237784,107.639356
551,ㅎㅎ집,110409,6,5,4,2,2,6,3,제주도ㅎㅎ집,-81.75622,-10.060267
552,ㅁㅁ집,109027,5,3,3,1,5,7,2,제주도ㅁㅁ집,49.189576,-124.44363
553,멋진집,54785,6,4,3,3,5,5,2,제주도멋진집,81.84703,70.559493
554,쿨한집,114234,7,5,2,2,4,4,3,제주도쿨한집,-24.335761,52.288734
555,힙한집,119610,6,4,3,3,3,7,4,제주도힙한집,-87.37375,-160.518994
556,ㅋㅋ집,38764,6,3,4,5,3,3,2,제주도ㅋㅋ집,71.076133,20.723808
557,ㅎㅎ집,104018,3,3,3,3,5,7,1,제주도ㅎㅎ집,-6.074066,-164.095413
558,ㅁㅁ집,121424,3,5,4,1,2,2,2,제주도ㅁㅁ집,-78.365167,-22.819437
559,멋진집,115097,3,3,3,5,3,2,1,제주도멋진집,-19.214951,-95.024534
560,쿨한집,108592,3,2,4,6,5,2,4,제주도쿨한집,-8.762504,-159.790628
561,힙한집,71932,9,4,4,6,3,7,4,제주도힙한집,-1.963863,123.014477
562,ㅋㅋ집,42853,6,2,3,6,3,7,2,제주도ㅋㅋ집,81.419361,-54.175146
563,ㅎㅎ집,44253,6,4,3,6,4,5,2,제주도ㅎㅎ집,67.802164,-154.597758
564,ㅁㅁ집,107703,8,4,4,4,2,5,1,제주도ㅁㅁ집,60.78207,83.3755
565,멋진집,49578,4,2,3,6,2,5,2,제주도멋진집,-85.388763,-69.638404
566,쿨한집,70703,7,3,3,2,4,7,2,제주도쿨한집,20.327501,-51.49669
567,힙한집,96667,3,2,2,5,2,2,2,제주도힙한집,18.186108,146.261795
568,ㅋㅋ집,76203,5,4,4,5,3,6,3,제주도ㅋㅋ집,66.541613,-169.185723
569,ㅎㅎ집,36487,9,2,2,5,4,6,4,제주도ㅎㅎ집,-50.685608,-97.863981
570,ㅁㅁ집,73426,6,3,4,3,4,5,3,제주도ㅁㅁ집,18.870416,33.537146
571,멋진집,34074,9,3,3,5,2,3,2,제주도멋진집,-19.804948,-154.258399
572,쿨한집,46393,9,4,4,4,2,5,1,제주도쿨한집,-9.055685,3.288538
573,힙한집,57568,3,4,2,2,5,6,3,제주도힙한집,-76.521091,113.709276
574,ㅋㅋ집,54129,3,5,4,1,3,2,2,제주도ㅋㅋ집,-64.365146,-154.092651
575,ㅎㅎ집,54356,8,2,2,1,2,2,1,제주도ㅎㅎ집,74.128995,-64.743925
